At time                   88 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                   89 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                   90 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                   91 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                   92 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                   93 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                   94 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                   95 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                   96 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                   97 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                   98 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                   99 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  100 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  101 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  102 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  103 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  104 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  105 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  106 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  107 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  108 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  109 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  110 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  111 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  112 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  113 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  114 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  115 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  116 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  117 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  118 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  119 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  120 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  121 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  122 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  123 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  124 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  125 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  126 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  127 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  128 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  129 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  130 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  131 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  132 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  133 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  134 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  135 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  136 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  137 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  138 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  139 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  140 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  141 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  142 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  143 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  144 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  145 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  146 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  147 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  148 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  149 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  150 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  151 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  152 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  153 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  154 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  155 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  156 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  157 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  158 ns, CLK=1, RST=0, D_IN=1, MATCH=1
At time                  159 ns, CLK=0, RST=0, D_IN=1, MATCH=1
At time                  160 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  161 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  162 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  163 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  164 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  165 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  166 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  167 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  168 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  169 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  170 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  171 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  172 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  173 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  174 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  175 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  176 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  177 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  178 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  179 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  180 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  181 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  182 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  183 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  184 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  185 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  186 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  187 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  188 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  189 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  190 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  191 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  192 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  193 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  194 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  195 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  196 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  197 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  198 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  199 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  200 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  201 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  202 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  203 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  204 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  205 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  206 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  207 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  208 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  209 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  210 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  211 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  212 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  213 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  214 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  215 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  216 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  217 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  218 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  219 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  220 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  221 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  222 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  223 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  224 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  225 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  226 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  227 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  228 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  229 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  230 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  231 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  232 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  233 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  234 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  235 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  236 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  237 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  238 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  239 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  240 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  241 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  242 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  243 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  244 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  245 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  246 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  247 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  248 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  249 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  250 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  251 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  252 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  253 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  254 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  255 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  256 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  257 ns, CLK=0, RST=0, D_IN=1, MATCH=0
At time                  258 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  259 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  260 ns, CLK=1, RST=0, D_IN=0, MATCH=0
At time                  261 ns, CLK=0, RST=0, D_IN=0, MATCH=0
At time                  262 ns, CLK=1, RST=0, D_IN=1, MATCH=0
At time                  263 ns, CLK=0, RST=0, D_IN=1, MATCH=0
